contig	start_pos	end_pos	strand	id	GI	GeneID	gene	description
NC_000521.3	193246	194114	R	XP_001351114.1	124504743	814356	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	195218	198260	R	XP_001351115.2	296004346	814357	<NULL_VALUE>	membrane skeletal protein, putative
NC_000521.3	201218	202795	D	XP_001351116.1	124504747	814358	<NULL_VALUE>	membrane skeletal protein IMC1-related
NC_000521.3	204018	205619	R	XP_001351117.1	124504749	814359	PfPast-1	EH (Eps15 homology) protein
NC_000521.3	207808	208477	R	XP_001351118.1	124504751	814360	<NULL_VALUE>	hypothetical protein
NC_000521.3	208956	213246	D	XP_001351119.1	124504753	814361	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	214615	215163	D	XP_001351120.1	124504755	814362	<NULL_VALUE>	60S Ribosomal protein L44, putative
NC_000521.3	215791	216546	R	XP_001351121.1	124504757	814363	PfGLP-1	1-cys-glutaredoxin-like protein-1
NC_000521.3	217997	219190	R	XP_001351122.1	124504759	814364	<NULL_VALUE>	circumsporozoite (CS) protein
NC_000521.3	220611	222467	R	XP_001351123.1	124504761	814365	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	223731	228071	D	XP_001351124.1	124504763	814366	<NULL_VALUE>	conserved Plasmodium membrane protein, unknown function
NC_000521.3	228467	228979	R	XP_001351125.1	124504765	814367	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	230732	232008	R	XP_001351126.1	124504767	814368	<NULL_VALUE>	elongation factor (EF-TS), putative
NC_000521.3	233008	244944	R	XP_001351127.1	124504769	814369	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	247917	251336	D	XP_001351128.1	124504771	814370	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	251951	255091	R	XP_001351129.1	124504773	814371	<NULL_VALUE>	conserved Plasmodium membrane protein, unknown function
NC_000521.3	257007	257760	D	XP_001351130.1	124504775	814372	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	258160	269961	R	XP_001351131.1	124504777	814373	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	272539	274392	R	XP_001351132.1	124504779	814374	<NULL_VALUE>	AP endonuclease (DNA-[apurinic or apyrimidinic site] lyase), putative
NC_000521.3	275631	276503	R	XP_001351133.1	124504781	814375	<NULL_VALUE>	ubiquitin conjugating enzyme E2, putative
NC_000521.3	278591	281935	D	XP_001351134.1	124504783	814376	<NULL_VALUE>	P-loop containing nucleoside triphospahte hydrolase, putative
NC_000521.3	282254	282787	R	XP_001351135.1	124504785	814377	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	283581	283994	R	XP_001351136.1	124504787	814378	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	285312	287422	R	XP_001351137.1	124504789	814379	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	289618	291223	D	XP_001351138.1	124504791	814380	<NULL_VALUE>	activator of Hsp90 ATPase, putative
NC_000521.3	291782	292769	R	XP_001351139.1	124504793	814381	GRX1	glutaredoxin 1
NC_000521.3	295191	297152	D	XP_001351140.1	124504795	814382	<NULL_VALUE>	unknown EC_number=1.1.99.5; FAD-dependent glycerol-3-phosphate dehydrogenase, putative
NC_000521.3	297681	298580	R	XP_001351141.1	124504797	814383	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	299500	299757	D	XP_001351142.1	124504799	814384	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	300991	301673	D	XP_001351143.1	124504801	814385	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	302782	304380	R	XP_001351144.1	124504803	814386	<NULL_VALUE>	T-complex protein beta subunit, putative
NC_000521.3	307326	308479	D	XP_001351145.1	124504805	814387	<NULL_VALUE>	40S ribosomal protein S23, putative
NC_000521.3	309367	310016	R	XP_001351146.1	124504807	814388	<NULL_VALUE>	40S ribosomal protein S12, putative
NC_000521.3	311650	312910	R	XP_001351147.1	124504809	814389	<NULL_VALUE>	60S ribosomal protein L7, putative
NC_000521.3	315479	317011	D	XP_001351148.1	124504811	814390	<NULL_VALUE>	EB1 homolog, putative
NC_000521.3	317725	318837	R	XP_001351149.1	124504813	814391	<NULL_VALUE>	ATP-dependent CLP protease, putative
NC_000521.3	319608	321511	R	XP_001351150.1	124504815	814392	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	322597	325058	D	XP_001351151.1	124504817	814393	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	325462	331944	R	XP_001351152.1	124504819	814394	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	333854	335953	D	XP_001351153.1	124504821	814395	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	336703	348327	R	XP_001351154.1	124504823	814396	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	350224	351720	D	XP_001351155.1	124504825	814397	<NULL_VALUE>	DNA polymerase epsilon subunit B, putative
NC_000521.3	352994	358129	D	XP_001351156.1	124504827	814398	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	359017	360908	R	XP_001351157.1	124504829	814399	<NULL_VALUE>	TCP-1/cpn60 chaperonin family
NC_000521.3	362334	363347	R	XP_001351158.1	124504831	814400	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	366600	367464	D	XP_001351159.1	124504833	814401	<NULL_VALUE>	Activator of Hsp90 ATPase homolog 1-like protein, putative
NC_000521.3	369307	370905	D	XP_001351160.1	124504835	814402	<NULL_VALUE>	PRP19-like protein, putative
NC_000521.3	372481	374112	D	XP_001351161.1	124504837	814403	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	374720	375192	D	XP_001351162.1	124504839	814404	<NULL_VALUE>	conserved protein, unknown function
NC_000521.3	375805	379965	R	XP_001351163.1	124504841	814405	<NULL_VALUE>	U2 snRNP spliceosome subunit, putative
NC_000521.3	381050	383554	D	XP_001351164.1	124504843	814406	<NULL_VALUE>	protein phosphatase
NC_000521.3	383894	385148	R	XP_001351165.1	124504845	814407	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	385812	391279	R	XP_001351166.1	124504847	814408	<NULL_VALUE>	serine/threonine protein kinase, putative
NC_000521.3	394323	397190	D	XP_001351167.1	124504849	814409	<NULL_VALUE>	N2227-like protein, putative
NC_000521.3	399607	402114	D	XP_001351168.1	124504851	814410	<NULL_VALUE>	asparagine synthetase, putative
NC_000521.3	404654	404992	D	XP_001351169.1	124504853	814411	<NULL_VALUE>	60S Acidic ribosomal protein P2, putative
NC_000521.3	405776	407602	R	XP_001351170.1	124504855	814412	<NULL_VALUE>	ribosomal protein l7ae, putative
NC_000521.3	408763	410436	D	XP_001351171.1	124504857	814413	<NULL_VALUE>	YT521-B-like family protein, putative
NC_000521.3	410908	416347	R	XP_001351172.1	124504859	814414	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	417371	418189	D	XP_001351173.1	124504861	814415	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	419053	421354	D	XP_001351174.1	124504863	814416	PfCDPK3	calcium-dependent protein kinase-3
NC_000521.3	423964	437616	D	XP_001351175.1	124504865	814417	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	439394	443131	D	XP_002808619.1	296004348	9221775	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	444174	448058	D	XP_001351177.1	124504869	814419	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	448971	455780	R	XP_001351178.1	124504871	814420	<NULL_VALUE>	DEAD box helicase, putative
NC_000521.3	457849	458701	R	XP_001351179.1	124504873	814421	<NULL_VALUE>	SAC3/GNAP family-related protein, putative
NC_000521.3	460002	460950	D	XP_001351180.1	124504875	814422	<NULL_VALUE>	Sybindin-like protein, putative
NC_000521.3	461338	461667	D	XP_001351181.1	124504877	814423	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	462761	465121	D	XP_001351182.1	124504879	814424	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	465963	466794	D	XP_001351183.1	124504881	814425	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	467536	469837	R	XP_001351184.1	124504883	814426	<NULL_VALUE>	pre-mRNA splicing factor, putative
NC_000521.3	471464	475762	D	XP_001351185.1	124504885	814427	<NULL_VALUE>	valine-tRNA ligase, putative
NC_000521.3	476798	480129	R	XP_001351186.1	124504887	814428	<NULL_VALUE>	phosphatidylinositol 3-and 4-kinase, putative
NC_000521.3	485480	493186	D	XP_001351187.1	124504889	814429	<NULL_VALUE>	protein kinase, putative
NC_000521.3	493794	494039	R	XP_001351188.1	124504891	814430	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	496277	499028	D	XP_001351189.1	124504893	814431	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	499373	502523	D	XP_001351190.1	124504895	814432	<NULL_VALUE>	plasmepsin VI
NC_000521.3	503330	505521	D	XP_001351191.1	124504897	814433	<NULL_VALUE>	conserved protein, unknown function
NC_000521.3	505966	508272	R	XP_001351192.1	124504899	814434	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	508805	509626	D	XP_001351193.1	124504901	814435	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	510427	512937	D	XP_001351194.1	124504903	814436	<NULL_VALUE>	RING zinc finger protein, putative
NC_000521.3	513468	517178	R	XP_001351195.1	124504905	814437	<NULL_VALUE>	TPR Domain containing protein
NC_000521.3	518644	519558	D	XP_001351196.1	124504907	814438	<NULL_VALUE>	26S proteasome regulatory subunit S14, putative
NC_000521.3	520829	523114	R	XP_001351197.1	124504909	814439	PfGSK-3	deleted EC_number 2.7.1.37; glycogen synthase kinase 3
NC_000521.3	525713	527452	D	XP_001351198.1	124504911	814440	<NULL_VALUE>	transporter, putative
NC_000521.3	530916	531915	D	XP_001351199.1	124504913	814443	<NULL_VALUE>	60S ribosomal protein L26, putative
NC_000521.3	532720	533951	D	XP_001351200.1	124504915	814444	<NULL_VALUE>	hypothetical protein
NC_000521.3	534298	535481	R	XP_001351201.1	124504917	814445	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	536420	539487	D	XP_001351202.1	124504919	814446	<NULL_VALUE>	SEL-1 like protein
NC_000521.3	539918	540619	R	XP_001351203.1	124504921	814447	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	540732	541871	R	XP_002808620.1	296004350	9221777	<NULL_VALUE>	apicoplast conserved ycf19 protein precursor, unknown function
NC_000521.3	542505	544859	R	XP_001351204.1	124504925	814448	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	545395	548130	D	XP_001351205.1	124504927	814449	<NULL_VALUE>	GTP-binding protein EngA, putative
NC_000521.3	548678	551298	R	XP_001351206.1	124504929	814450	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	551712	555361	R	XP_002808621.1	296004352	814451	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	556011	558930	D	XP_002808622.1	296004354	9221778	PFC0575w:exon:7	conserved Plasmodium protein, unknown function
NC_000521.3	559043	562333	R	XP_001351209.1	124504935	814453	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	563924	565527	D	XP_002808623.1	296004356	814454	<NULL_VALUE>	co-chaperone p23, putative
NC_000521.3	565985	567729	R	XP_002808624.1	296004358	814455	<NULL_VALUE>	vesicle transport v-SNARE protein, putative
NC_000521.3	569342	575042	R	XP_001351212.1	124504941	814456	<NULL_VALUE>	DER1-like protein, putative
NC_000521.3	576215	577141	R	XP_001351213.1	124504943	814457	<NULL_VALUE>	serine/threonine protein phosphatase, putative
NC_000521.3	580902	581844	D	XP_001351214.1	124504945	814458	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	583234	583977	D	XP_001351215.1	124504947	814459	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	585679	589224	R	XP_001351216.1	124504949	814460	<NULL_VALUE>	zinc finger protein, putative
NC_000521.3	601273	604606	D	XP_002808625.1	296004360	9221779	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	605558	607393	D	XP_001351218.1	124504953	814462	<NULL_VALUE>	conserved Plasmodium membrane protein, unknown function
NC_000521.3	608009	608689	D	XP_001351219.1	124504955	814463	<NULL_VALUE>	zinc finger protein, putative
NC_000521.3	609414	610097	R	XP_001351220.1	124504957	814464	<NULL_VALUE>	translation initiation factor E4, putative
NC_000521.3	613146	619490	D	XP_001351221.1	124504959	814465	CTRP	CSP and TRAP-related protein (CTRP)
NC_000521.3	620120	621948	D	XP_002808626.1	296004362	9221786	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	622829	626852	D	XP_001351223.1	124504963	814467	<NULL_VALUE>	DNA-dependent RNA polymerase, putative
NC_000521.3	627285	628055	R	XP_001351224.1	124504965	814468	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	629520	630218	R	XP_001351225.1	124504967	814469	<NULL_VALUE>	mitochondrial ribosomal protein L29/L47 precursor, putative
NC_000521.3	632260	634136	D	XP_001351226.1	124504969	814470	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	634957	637980	D	XP_001351227.1	124504971	814471	<NULL_VALUE>	conserved Plasmodium membrane protein, unknown function
NC_000521.3	638156	639253	R	XP_001351228.1	124504973	814472	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	640860	641942	D	XP_001351229.1	124504975	814473	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	642595	643518	R	XP_001351230.1	124504977	814474	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	645309	646205	D	XP_001351231.1	124504979	814475	<NULL_VALUE>	mitochondrial ribosomal protein L27 precursor, putative
NC_000521.3	646523	653921	R	XP_001351232.1	124504981	814476	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	654946	658317	D	XP_002808627.1	296004364	9221773	<NULL_VALUE>	inorganic pyrophosphatase, putative
NC_000521.3	656694	658317	D	XP_001351233.1	124504983	814477	<NULL_VALUE>	inorganic pyrophosphatase, putative
NC_000521.3	658800	661826	R	XP_001351234.1	124504985	814478	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	663680	665065	D	XP_001351235.1	124504987	814479	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	665976	667547	R	XP_001351236.1	124504989	814480	<NULL_VALUE>	formate-nitrate transporter, putative
NC_000521.3	671131	672309	D	XP_001351237.1	124504991	814481	<NULL_VALUE>	HVA22/TB2/DP1 family protein, putative
NC_000521.3	674515	675147	D	XP_001351238.1	124504993	814482	<NULL_VALUE>	40S ribosomal protein S15A, putative
NC_000521.3	675907	677950	R	XP_001351239.1	124504995	814483	<NULL_VALUE>	binding protein, putative
NC_000521.3	679468	680358	R	XP_001351240.1	124504997	814484	<NULL_VALUE>	proteasome component C8, putative
NC_000521.3	682955	686155	D	XP_002808628.1	296004366	9221780	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	686827	691488	R	XP_001351242.1	124505001	814486	Pfcrk-4	deleted EC_number 2.7.1.37; protein kinase, putative
NC_000521.3	696215	706399	R	XP_001351243.1	124505003	814487	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	708925	710754	R	XP_001351244.1	124505005	814488	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	713195	718503	R	XP_001351245.1	124505007	814489	<NULL_VALUE>	kinesin-like protein, putative
NC_000521.3	721686	722801	D	XP_001351246.1	124505009	814490	<NULL_VALUE>	40S ribosomal protein S11, putative
NC_000521.3	724930	734747	D	XP_001351247.1	124505011	814491	<NULL_VALUE>	CPSF (cleavage and polyadenylation specific factor), subunit A, putative
NC_000521.3	734876	735553	R	XP_001351248.1	124505013	814492	<NULL_VALUE>	proteasome regulatory protein, putative
NC_000521.3	736099	738404	D	XP_002808629.1	296004368	9221781	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	738862	739470	D	XP_001351250.1	124505017	814494	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	740600	741724	D	XP_001351251.1	124505019	814495	<NULL_VALUE>	band 7-related protein
NC_000521.3	745136	752509	D	XP_001351252.1	124505021	814496	<NULL_VALUE>	DNA-directed RNA polymerase II, putative
NC_000521.3	753162	756963	R	XP_001351253.1	124505023	814497	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	758364	762110	R	XP_001351254.1	124505025	814498	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	764486	779431	D	XP_001351255.1	124505027	814499	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	779783	782836	R	XP_001351256.1	124505029	814500	<NULL_VALUE>	cleavage and polyadenylation specificity factor protein, putative
NC_000521.3	785124	785483	D	XP_001351257.1	124505031	814501	<NULL_VALUE>	trophozoite stage antigen
NC_000521.3	786529	787979	D	XP_001351258.1	124505033	814502	<NULL_VALUE>	triosephophate isomerase, putative
NC_000521.3	788511	790152	R	XP_001351259.1	124505035	814503	<NULL_VALUE>	conserved protein, unknown function
NC_000521.3	792248	797842	D	XP_001351260.1	124505037	814504	PfATPase7	P-type ATPase, putative
NC_000521.3	798931	799254	R	XP_001351261.1	124505039	814505	<NULL_VALUE>	ubiquitin-protein ligase, putative
NC_000521.3	800263	802983	R	XP_001351262.1	124505041	814506	<NULL_VALUE>	endonuclease/exonuclease/phosphatase family protein, putative
NC_000521.3	803948	804530	D	XP_001351263.1	124505043	814507	<NULL_VALUE>	ubiquitin conjugating enzyme, putative
NC_000521.3	807240	810842	D	XP_001351264.1	124505045	814508	<NULL_VALUE>	kinesin, putative
NC_000521.3	812239	813525	D	XP_001351265.1	124505047	814509	<NULL_VALUE>	RNA binding protein, putative
NC_000521.3	814583	815365	D	XP_001351266.1	124505049	814510	<NULL_VALUE>	elongation factor 1 (EF-1), putative
NC_000521.3	817378	827472	D	XP_001351267.1	124505051	814511	<NULL_VALUE>	ABC transporter, putative
NC_000521.3	827746	829179	R	XP_001351268.1	124505053	814512	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	830503	831447	R	XP_001351269.1	124505055	814513	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	833977	834941	D	XP_002808630.1	296004370	814514	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	837032	838428	D	XP_001351271.1	124505059	814515	PfSec22	SNARE protein
NC_000521.3	839209	840960	D	XP_002808631.1	296004372	9221790	<NULL_VALUE>	CPW-WPC family protein
NC_000521.3	842383	843990	D	XP_001351273.1	124505063	814517	<NULL_VALUE>	T-complex protein 1 epsilon subunit, putative
NC_000521.3	844917	854174	R	XP_001351274.1	124505065	814518	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	857483	858772	D	XP_001351275.1	124505067	814519	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	859411	860502	R	XP_001351276.1	124505069	814520	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	861684	863090	D	XP_001351277.1	124505071	814521	<NULL_VALUE>	signal peptidase, putative
NC_000521.3	867487	869012	D	XP_001351278.1	124505073	814522	<NULL_VALUE>	ATP-dependent RNA Helicase, putative
NC_000521.3	871883	872965	D	XP_001351279.1	124505075	814523	<NULL_VALUE>	histone H2A variant, putative
NC_000521.3	874405	876181	D	XP_001351280.1	124505077	814524	<NULL_VALUE>	endonuclease, putative
NC_000521.3	876629	882163	R	XP_001351281.1	124505079	814525	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	883632	885646	R	XP_001351282.1	124505081	814526	<NULL_VALUE>	N-acetylglucosamine-1-phosphate transferase, putative
NC_000521.3	886684	889104	R	XP_001351283.1	124505083	814527	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	891430	892412	D	XP_002808632.1	296004374	9221782	<NULL_VALUE>	protein kinase, putative
NC_000521.3	893215	896439	R	XP_001351285.1	124505087	814529	<NULL_VALUE>	peptidase, putative
NC_000521.3	897526	900038	D	XP_001351286.1	124505089	814530	<NULL_VALUE>	ATP-dependent RNA Helicase, putative
NC_000521.3	900433	906787	R	XP_001351287.1	124505091	814531	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	909587	917707	D	XP_001351288.1	124505093	814532	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	919645	924613	D	XP_002808633.1	296004376	9221783	<NULL_VALUE>	conserved Plasmodium membrane protein, unknown function
NC_000521.3	925315	925830	R	XP_001351290.1	124505097	814534	PfCyP19	peptidyl-prolyl cis-trans isomerase
NC_000521.3	927311	929086	R	XP_002808634.1	296004378	9221789	Prt1	RNA triphosphatase
NC_000521.3	929859	933677	R	XP_001351292.1	124505101	814536	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	934883	936844	R	XP_001351293.1	124505103	814537	<NULL_VALUE>	acyl CoA:diacylglycerol acyltransferase, putative
NC_000521.3	939216	941973	D	XP_002808635.1	296004380	9221784	<NULL_VALUE>	regulator of initiation factor 2 (eIF2)
NC_000521.3	942209	943423	R	XP_001351295.1	124505107	814539	<NULL_VALUE>	iron-sulfur cluster assembly accessory protein, putative
NC_000521.3	945046	949365	D	XP_001351296.1	124505109	814540	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	949636	951938	R	XP_001351297.1	124505111	814541	<NULL_VALUE>	conserved Plasmodium membrane protein, unknown function
NC_000521.3	952017	959039	R	XP_001351298.1	124505113	814542	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	960773	961875	D	XP_001351299.1	124505115	814543	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	962225	963174	R	XP_001351300.1	124505117	814544	<NULL_VALUE>	40S ribosomal protein S3A, putative
NC_000521.3	965347	965874	R	XP_001351301.1	124505119	814545	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	967838	972466	D	XP_001351302.1	124505121	814546	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	973540	974865	D	XP_001351303.1	124505123	814547	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	975640	976941	D	XP_001351304.1	124505125	814548	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	977376	980636	R	XP_001351305.1	124505127	814549	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	982935	984280	D	XP_001351306.1	124505129	814550	<NULL_VALUE>	SMN-like protein
NC_000521.3	985301	987552	D	XP_001351307.1	124505131	814551	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	988214	990295	R	XP_001351308.1	124505133	814552	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	995319	998252	D	XP_001351309.1	124505135	814553	<NULL_VALUE>	conserved Plasmodium protein, unknown function
NC_000521.3	1002622	1003470	D	XP_001351310.1	124505137	814555	<NULL_VALUE>	hypothetical protein
NC_000521.3	1004083	1004872	R	XP_001351311.1	124505139	814556	PfMC-2TM	Pfmc-2TM Maurer's cleft two transmembrane protein
NC_000521.3	1007012	1007810	R	XP_001351312.1	124505141	814557	<NULL_VALUE>	Plasmodium exported protein (hyp4), unknown function
NC_000521.3	1009025	1010134	D	XP_001351313.1	124505143	814558	<NULL_VALUE>	Plasmodium exported protein (hyp5), unknown function
NC_000521.3	1012465	1013612	D	XP_001351314.1	124505145	814559	rifin (3D7-rifT3-5)	rifin (3D7-rifT3-5)
